Tweets,CleanedTweets,remove_Emojis,remove_nonEnglish,remove_unrelated_chars,remove_stopwords,cleanTweets,polarity,subjectivity,sentiment,neg,neu,pos,compound
"@existentialgf Oh they also put in syrup into your coffee even if you don’t ask, thanks Costa I wanted to be sick today like it happens so often"," Oh they also put in syrup into your coffee even if you don’t ask, thanks Costa I wanted to be sick today like it happens so often", Oh they also put in syrup into your coffee even if you don t ask  thanks Costa I wanted to be sick today like it happens so often, Oh they also put in syrup into your coffee even if you don t ask  thanks Costa I wanted to be sick today like it happens so often, Oh they also put in syrup into your coffee even if you don t ask  thanks Costa I wanted to be sick today like it happens so often,Oh also put syrup coffee even ask thanks Costa I wanted sick today like happens often,Oh also put syrup coffee even ask thanks Costa I wanted sick today like happens often,-0.2571428571428571,0.5285714285714286,positive,0.159,0.58,0.261,0.2732
this is why costa coffee is clear https://t.co/rVwZJt2KjS,this is why costa coffee is clear ,this is why costa coffee is clear ,this is why costa coffee is clear ,this is why costa coffee is clear ,costa coffee clear,costa coffee clear,0.10000000000000002,0.3833333333333333,positive,0.0,0.435,0.565,0.3818
"📣 #GerrardsCross Retail Opportunity 🛍️ Prime Class E unit fitted out as a coffee &amp; ice-cream shop, trading as One4Six. Located on Packhorse Road near Boots &amp; Costa, with nearby car parks. Fully fitted &amp; equipped, plus 75% business rates discount #RetailSpace #CommercialProperty https://t.co/l2HYHO9Wbp","📣  Retail Opportunity 🛍️ Prime Class E unit fitted out as a coffee &amp; ice-cream shop, trading as One4Six. Located on Packhorse Road near Boots &amp; Costa, with nearby car parks. Fully fitted &amp; equipped, plus 75% business rates discount   ",   Retail Opportunity    Prime Class E unit fitted out as a coffee  amp  ice cream shop  tradin  as One4Six  Located on Packhorse Road near Boots  amp  Costa  with nearby car parks  Fully fitted  amp  equipped  plus 75  business rates discount   ,   Retail Opportunity    Prime Class E unit fitted out as a coffee  amp  ice cream shop  tradin  as OneSix  Located on Packhorse Road near Boots  amp  Costa  with nearby car parks  Fully fitted  amp  equipped  plus   business rates discount   ,   Retail Opportunity    Prime Class E unit fitted out as a coffee  amp  ice cream shop  tradin  as OneSix  Located on Packhorse Road near Boots  amp  Costa  with nearby car parks  Fully fitted  amp  equipped  plus   business rates discount   ,Retail Opportunity Prime Class E unit fitted coffee amp ice cream shop tradin OneSix Located Packhorse Road near Boots amp Costa nearby car parks Fully fitted amp equipped plus business rates discount,Retail Opportunity Prime Class E unit fitted coffee amp ice cream shop tradin OneSix Located Packhorse Road near Boots amp Costa nearby car parks Fully fitted amp equipped plus business rates discount,0.1,0.4,positive,0.0,0.915,0.085,0.4215
"What a rip-off!
COSTA has put its prices up AGAIN!
£4 for a medium coffee!
My @CostaCoffee days are definitely over!!!","What a rip-off!
COSTA has put its prices up AGAIN!
£4 for a medium coffee!
My  days are definitely over!!!",What a rip off  COSTA has put its prices up AGAIN   4 for a medium coffee  My  days are definitely over   ,What a rip off  COSTA has put its prices up AGAIN    for a medium coffee  My  days are definitely over   ,What a rip off  COSTA has put its prices up AGAIN    for a medium coffee  My  days are definitely over   ,What rip COSTA put prices AGAIN medium coffee My days definitely,What rip COSTA put prices AGAIN medium coffee My days definitely,0.0,0.5,positive,0.0,0.787,0.213,0.4019
Costa Express machine coffee is an act of violence,Costa Express machine coffee is an act of violence,Costa Express machine coffee is an act of violence,Costa Express machine coffee is an act of violence,Costa Express machine coffee is an act of violence,Costa Express machine coffee act violence,Costa Express machine coffee act violence,0.0,0.0,negative,0.451,0.549,0.0,-0.6249
"説明に沿いよく振ってから飲んだ。美味しかったです。

COSTA COFFEE（コスタコーヒー）｜ヨーロッパ発祥の情熱と品質にこだわったコーヒー https://t.co/2jbTQ3YirD","説明に沿いよく振ってから飲んだ。美味しかったです。

COSTA COFFEE（コスタコーヒー）｜ヨーロッパ発祥の情熱と品質にこだわったコーヒー ",説明に沿いよく振ってから飲んだ 美味しかったです   COSTA COFFEE コスタコーヒー  ヨーロッパ発祥の情熱と品質にこだわったコーヒー ,    COSTA COFFEE    ,    COSTA COFFEE    ,COSTA COFFEE,COSTA COFFEE,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Did you know? 🤔

We have worked with a variety of brands in the past including The Coop, 
Costa Coffee and Age UK. In addition, we have worked with more local brands such as Darley Abbey Mills and Nelsons Law.

#BBJCommercial #CommercialProperty https://t.co/LrvCEYNvMZ","Did you know? 🤔

We have worked with a variety of brands in the past including The Coop, 
Costa Coffee and Age UK. In addition, we have worked with more local brands such as Darley Abbey Mills and Nelsons Law.

  ",Did you know     We have worked with a variety of brands in the past includin  The Coop   Costa Coffee and A e UK  In addition  we have worked with more local brands such as Darley Abbey Mills and Nelsons Law     ,Did you know     We have worked with a variety of brands in the past includin  The Coop   Costa Coffee and A e UK  In addition  we have worked with more local brands such as Darley Abbey Mills and Nelsons Law     ,Did you know     We have worked with a variety of brands in the past includin  The Coop   Costa Coffee and A e UK  In addition  we have worked with more local brands such as Darley Abbey Mills and Nelsons Law     ,Did know We worked variety brands past includin The Coop Costa Coffee A e UK In addition worked local brands Darley Abbey Mills Nelsons Law,Did know We worked variety brands past includin The Coop Costa Coffee A e UK In addition worked local brands Darley Abbey Mills Nelsons Law,-0.125,0.125,neutral,0.0,1.0,0.0,0.0
"Get a quote for Police Mutual Car Insurance by 31 May 2023 and you can grab a treat on us. Choose a £5 e-gift card from one of Sainsbury’s, Greggs or Costa Coffee. 
Find out more: https://t.co/nV8Yb42I5k https://t.co/qXJgCSIr4g","Get a quote for Police Mutual Car Insurance by 31 May 2023 and you can grab a treat on us. Choose a £5 e-gift card from one of Sainsbury’s, Greggs or Costa Coffee. 
Find out more:  ",Get a quote for Police Mutual Car Insurance by 31 May 2023 and you can  rab a treat on us  Choose a  5 e  ift card from one of Sainsbury s  Gre  s or Costa Coffee   Find out more   ,Get a quote for Police Mutual Car Insurance by  May  and you can  rab a treat on us  Choose a   e  ift card from one of Sainsbury s  Gre  s or Costa Coffee   Find out more   ,Get a quote for Police Mutual Car Insurance by  May  and you can  rab a treat on us  Choose a   e  ift card from one of Sainsbury s  Gre  s or Costa Coffee   Find out more   ,Get quote Police Mutual Car Insurance May rab treat us Choose e ift card one Sainsbury Gre Costa Coffee Find,Get quote Police Mutual Car Insurance May rab treat us Choose e ift card one Sainsbury Gre Costa Coffee Find,0.0,0.0,positive,0.0,0.87,0.13,0.4019
"Developers have withdrawn their planning application without explanation.

https://t.co/lZRnDQQ8kG

#LDReporter #Fife #drivethru","Developers have withdrawn their planning application without explanation.



  ",Developers have withdrawn their plannin  application without explanation       ,Developers have withdrawn their plannin  application without explanation       ,Developers have withdrawn their plannin  application without explanation       ,Developers withdrawn plannin application without explanation,Developers withdrawn plannin application without explanation,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@VikingXBT I love coffee and stand by McDonald's being better than Costa coffee, I love coffee and stand by McDonald's being better than Costa coffee, I love coffee and stand by McDonald s bein  better than Costa coffee, I love coffee and stand by McDonald s bein  better than Costa coffee, I love coffee and stand by McDonald s bein  better than Costa coffee,I love coffee stand McDonald bein better Costa coffee,I love coffee stand McDonald bein better Costa coffee,0.5,0.55,positive,0.0,0.458,0.542,0.7964
"@711SEJ ありがとうございました！
COSTA COFFEE FLAT WHITEを
頂いて来ました！
毎日飲んでも嬉しい味！！
感謝します！"," ありがとうございました！
COSTA COFFEE FLAT WHITEを
頂いて来ました！
毎日飲んでも嬉しい味！！
感謝します！", ありがとうございました  COSTA COFFEE FLAT WHITEを 頂いて来ました  毎日飲んでも嬉しい味   感謝します ,   COSTA COFFEE FLAT WHITE       ,   COSTA COFFEE FLAT WHITE       ,COSTA COFFEE FLAT WHITE,COSTA COFFEE FLAT WHITE,-0.0125,0.0625,neutral,0.0,1.0,0.0,0.0
@KLodyar We’ve got a Costa at work to .. but I’m going to the little coffee ☕️ shop xx, We’ve got a Costa at work to .. but I’m going to the little coffee ☕️ shop xx, We ve  ot a Costa at work to    but I m  oin  to the little coffee    shop xx, We ve  ot a Costa at work to    but I m  oin  to the little coffee    shop xx, We ve  ot a Costa at work to    but I m  oin  to the little coffee    shop xx,We ot Costa work I oin little coffee shop xx,We ot Costa work I oin little coffee shop xx,-0.1875,0.5,neutral,0.0,1.0,0.0,0.0
@bornblonde12 Jeez! Well done tho …coffee sounds good 👍  x it’ll be Costa for me at 10.00, Jeez! Well done tho …coffee sounds good 👍  x it’ll be Costa for me at 10.00, Jeez  Well done tho  coffee sounds  ood    x it ll be Costa for me at 10 00, Jeez  Well done tho  coffee sounds  ood    x it ll be Costa for me at  , Jeez  Well done tho  coffee sounds  ood    x it ll be Costa for me at  ,Jeez Well done tho coffee sounds ood x Costa,Jeez Well done tho coffee sounds ood x Costa,0.0,0.0,positive,0.0,0.769,0.231,0.2732
"Costa Coffee prepares for global expansion with bug bounty program https://t.co/04zB6OK5Or 
#cybersecurity #cybersecuritynews #cybernews #infosec #informationsecurity","Costa Coffee prepares for global expansion with bug bounty program  
    ",Costa Coffee prepares for  lobal expansion with bu  bounty pro ram       ,Costa Coffee prepares for  lobal expansion with bu  bounty pro ram       ,Costa Coffee prepares for  lobal expansion with bu  bounty pro ram       ,Costa Coffee prepares lobal expansion bu bounty pro ram,Costa Coffee prepares lobal expansion bu bounty pro ram,0.0,0.0,neutral,0.0,1.0,0.0,0.0
#costacoffee. The recent surprise 5% price hike means a visit to Costa Coffee is soon to be an every other day event for me rather than part of my routine. Bad choice Costa.,. The recent surprise 5% price hike means a visit to Costa Coffee is soon to be an every other day event for me rather than part of my routine. Bad choice Costa.,  The recent surprise 5  price hike means a visit to Costa Coffee is soon to be an every other day event for me rather than part of my routine  Bad choice Costa ,  The recent surprise   price hike means a visit to Costa Coffee is soon to be an every other day event for me rather than part of my routine  Bad choice Costa ,  The recent surprise   price hike means a visit to Costa Coffee is soon to be an every other day event for me rather than part of my routine  Bad choice Costa ,The recent surprise price hike means visit Costa Coffee soon every day event rather part routine Bad choice Costa,The recent surprise price hike means visit Costa Coffee soon every day event rather part routine Bad choice Costa,-0.3499999999999999,0.4583333333333333,negative,0.155,0.752,0.093,-0.34
"Redakcyjna Mazda mówi, że kawa z Costa Coffee jest najlepsza. 

#OŻeżKurłaTwojaMać
#IWeźToTerazZmyj https://t.co/yqY9pOGYO8","Redakcyjna Mazda mówi, że kawa z Costa Coffee jest najlepsza. 

ŻeżKurłaTwojaMać
źToTerazZmyj ",Redakcyjna Mazda mówi  że kawa z Costa Coffee jest najlepsza    ŻeżKurłaTwojaMać źToTerazZmyj ,Redakcyjna Mazda mwi  e kawa z Costa Coffee jest najlepsza    eKuraTwojaMa ToTerazZmyj ,Redakcyjna Mazda mwi  e kawa z Costa Coffee jest najlepsza    eKuraTwojaMa ToTerazZmyj ,Redakcyjna Mazda mwi e kawa z Costa Coffee jest najlepsza eKuraTwojaMa ToTerazZmyj,Redakcyjna Mazda mwi e kawa z Costa Coffee jest najlepsza eKuraTwojaMa ToTerazZmyj,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"It must be #Friday!
Bring on the #Coffee and #Cakes. 
☕️🧁☕️🍩☕️🍪
#Costa #CostaCoffee #Today #Deals #Food #Drink #Yummy #FridayFeeling #Latte #cappuccino #Flatwhite #espresso @CostaCoffee https://t.co/PqOZG6S8X5","It must be !
Bring on the  and . 
☕️🧁☕️🍩☕️🍪
             ",It must be   Brin  on the  and                           ,It must be   Brin  on the  and                           ,It must be   Brin  on the  and                           ,It must Brin,It must Brin,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Costa Coconut Coffee + Tea x Chen Feiwan PH GO

💰 ₱1200+LSF
📅 DOO: Until OOS
💸 DOP: 50% PAYO
📬 Bal in PH arrival
🚢 Normal
🔗 https://t.co/qU4HAAnAjC

wts lfb phgo #陈粉丸 #ChenFenwan #chinaartist #paperart #artist #chinapaperart https://t.co/Y4Ep5ds45C","Costa Coconut Coffee + Tea x Chen Feiwan PH GO

💰 ₱1200+LSF
📅 DOO: Until OOS
💸 DOP: 50% PAYO
📬 Bal in PH arrival
🚢 Normal
🔗 

wts lfb phgo #陈粉丸      ",Costa Coconut Coffee   Tea x Chen Feiwan PH GO     1200 LSF   DOO  Until OOS   DOP  50  PAYO   Bal in PH arrival   Normal     wts lfb ph o  陈粉丸      ,Costa Coconut Coffee   Tea x Chen Feiwan PH GO      LSF   DOO  Until OOS   DOP    PAYO   Bal in PH arrival   Normal     wts lfb ph o        ,Costa Coconut Coffee   Tea x Chen Feiwan PH GO      LSF   DOO  Until OOS   DOP    PAYO   Bal in PH arrival   Normal     wts lfb ph o        ,Costa Coconut Coffee Tea x Chen Feiwan PH GO LSF DOO Until OOS DOP PAYO Bal PH arrival Normal wts lfb ph,Costa Coconut Coffee Tea x Chen Feiwan PH GO LSF DOO Until OOS DOP PAYO Bal PH arrival Normal wts lfb ph,0.15,0.6499999999999999,neutral,0.0,1.0,0.0,0.0
"Costa Coconut Coffee / Tea - Zhou Ye PH GO

💰 ₱1850+LSF
✅ Pick: 15 bottles coffee or tea
📅 DOO: Until OOS
💸 DOP: 50% PAYO
📬 Bal in PH arrival
🚢 Normal
🔗 https://t.co/qU4HAAnAjC

wts lfb phgo #周也 #WorldOfHonor #ZhouYe https://t.co/BbLxopsST3","Costa Coconut Coffee / Tea - Zhou Ye PH GO

💰 ₱1850+LSF
✅ Pick: 15 bottles coffee or tea
📅 DOO: Until OOS
💸 DOP: 50% PAYO
📬 Bal in PH arrival
🚢 Normal
🔗 

wts lfb phgo #周也   ",Costa Coconut Coffee   Tea   Zhou Ye PH GO     1850 LSF   Pick  15 bottles coffee or tea   DOO  Until OOS   DOP  50  PAYO   Bal in PH arrival   Normal     wts lfb ph o  周也   ,Costa Coconut Coffee   Tea   Zhou Ye PH GO      LSF   Pick   bottles coffee or tea   DOO  Until OOS   DOP    PAYO   Bal in PH arrival   Normal     wts lfb ph o     ,Costa Coconut Coffee   Tea   Zhou Ye PH GO      LSF   Pick   bottles coffee or tea   DOO  Until OOS   DOP    PAYO   Bal in PH arrival   Normal     wts lfb ph o     ,Costa Coconut Coffee Tea Zhou Ye PH GO LSF Pick bottles coffee tea DOO Until OOS DOP PAYO Bal PH arrival Normal wts lfb ph,Costa Coconut Coffee Tea Zhou Ye PH GO LSF Pick bottles coffee tea DOO Until OOS DOP PAYO Bal PH arrival Normal wts lfb ph,0.15,0.6499999999999999,neutral,0.0,1.0,0.0,0.0
coop costa coffee has me fucked up 12 hours later what the fuck was in that vanilla latte I am shitting so bad,coop costa coffee has me fucked up 12 hours later what the fuck was in that vanilla latte I am shitting so bad,coop costa coffee has me fucked up 12 hours later what the fuck was in that vanilla latte I am shittin  so bad,coop costa coffee has me fucked up  hours later what the fuck was in that vanilla latte I am shittin  so bad,coop costa coffee has me fucked up  hours later what the fuck was in that vanilla latte I am shittin  so bad,coop costa coffee fucked hours later fuck vanilla latte I shittin bad,coop costa coffee fucked hours later fuck vanilla latte I shittin bad,-0.42499999999999993,0.4916666666666666,negative,0.588,0.412,0.0,-0.9081
"#ZhouYe is appointed as a brand ambassador of COSTA COFFEE

#周也 https://t.co/VA8lEl022q"," is appointed as a brand ambassador of COSTA COFFEE

#周也 ", is appointed as a brand ambassador of COSTA COFFEE   周也 , is appointed as a brand ambassador of COSTA COFFEE    , is appointed as a brand ambassador of COSTA COFFEE    ,appointed brand ambassador COSTA COFFEE,appointed brand ambassador COSTA COFFEE,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Gif thread of Yezi in Costa Coffee commercial ~ 🥥☕️🍶

Always love watching Zhou Ye in her brand commercials. She's always looks fresh and modern and vibrant in them ~ https://t.co/2nxMJHc4Ea","Gif thread of Yezi in Costa Coffee commercial ~ 🥥☕️🍶

Always love watching Zhou Ye in her brand commercials. She's always looks fresh and modern and vibrant in them ~ ",Gif thread of Yezi in Costa Coffee commercial         Always love watchin  Zhou Ye in her brand commercials  She s always looks fresh and modern and vibrant in them   ,Gif thread of Yezi in Costa Coffee commercial         Always love watchin  Zhou Ye in her brand commercials  She s always looks fresh and modern and vibrant in them   ,Gif thread of Yezi in Costa Coffee commercial         Always love watchin  Zhou Ye in her brand commercials  She s always looks fresh and modern and vibrant in them   ,Gif thread Yezi Costa Coffee commercial Always love watchin Zhou Ye brand commercials She always looks fresh modern vibrant,Gif thread Yezi Costa Coffee commercial Always love watchin Zhou Ye brand commercials She always looks fresh modern vibrant,0.23333333333333334,0.3466666666666667,positive,0.0,0.618,0.382,0.872
"本日は茨木音楽祭♪

Costaさん
ライブ前の練習にお越し頂きました

ちょっと照れ屋さんのお二人、無理やりライブ告知！

14時～NO COFFEE NO WORKEEにて
フィドルとアイリッシュハープのデュオ♪
https://t.co/cJmRsdckY4

いってらっしゃ～い♪

👇会場MAPです
https://t.co/hgH7d5TciP https://t.co/0zm5vPCqWF","本日は茨木音楽祭♪

Costaさん
ライブ前の練習にお越し頂きました

ちょっと照れ屋さんのお二人、無理やりライブ告知！

14時～NO COFFEE NO WORKEEにて
フィドルとアイリッシュハープのデュオ♪


いってらっしゃ～い♪

👇会場MAPです
 ",本日は茨木音楽祭   Costaさん ライブ前の練習にお越し頂きました  ちょっと照れ屋さんのお二人 無理やりライブ告知   14時 NO COFFEE NO WORKEEにて フィドルとアイリッシュハープのデュオ    いってらっしゃ い    会場MAPです  ,   Costa        NO COFFEE NO WORKEE          MAP  ,   Costa        NO COFFEE NO WORKEE          MAP  ,Costa NO COFFEE NO WORKEE MAP,Costa NO COFFEE NO WORKEE MAP,0.0,0.0,negative,0.595,0.405,0.0,-0.7065
ℹ️ 230505 | #周也 is the new Costa Coffee brand ambassador https://t.co/9YwVL3Jq6e,ℹ️ 230505 | #周也 is the new Costa Coffee brand ambassador ,ℹ  230505    周也 is the new Costa Coffee brand ambassador ,       is the new Costa Coffee brand ambassador ,       is the new Costa Coffee brand ambassador ,new Costa Coffee brand ambassador,new Costa Coffee brand ambassador,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0
"コスタ　カフェオレは、美味しいんだけど、甘いから、ヶ月に1本かな。このブラックは、私には合わないかったけど。
https://t.co/kuhtk3TFk9","コスタ　カフェオレは、美味しいんだけど、甘いから、ヶ月に1本かな。このブラックは、私には合わないかったけど。
",コスタ カフェオレは 美味しいんだけど 甘いから ヶ月に1本かな このブラックは 私には合わないかったけど  ,        ,        ,,,0.0,0.0,neutral,0.0,0.0,0.0,0.0
Quality coffee is also seasonal so knowing what’s in season helps to reduce the risk of getting “sweep bags” which are old beans swept up off the floor. Coffee in Costa Rica isn’t harvested the same time as coffee in Ethiopia.,Quality coffee is also seasonal so knowing what’s in season helps to reduce the risk of getting “sweep bags” which are old beans swept up off the floor. Coffee in Costa Rica isn’t harvested the same time as coffee in Ethiopia.,Quality coffee is also seasonal so knowin  what s in season helps to reduce the risk of  ettin   sweep ba s  which are old beans swept up off the floor  Coffee in Costa Rica isn t harvested the same time as coffee in Ethiopia ,Quality coffee is also seasonal so knowin  what s in season helps to reduce the risk of  ettin   sweep ba s  which are old beans swept up off the floor  Coffee in Costa Rica isn t harvested the same time as coffee in Ethiopia ,Quality coffee is also seasonal so knowin  what s in season helps to reduce the risk of  ettin   sweep ba s  which are old beans swept up off the floor  Coffee in Costa Rica isn t harvested the same time as coffee in Ethiopia ,Quality coffee also seasonal knowin season helps reduce risk ettin sweep ba old beans swept floor Coffee Costa Rica harvested time coffee Ethiopia,Quality coffee also seasonal knowin season helps reduce risk ettin sweep ba old beans swept floor Coffee Costa Rica harvested time coffee Ethiopia,0.1,0.2,positive,0.082,0.817,0.101,0.128
"第2プレミアムラウンジ セントレアでCOSTA COFFEE
セントレアでもCOSTA COFFEEが飲めますただし紙コップですが...
対象のカードはかなり限定されますが楽天プレミアムカードホルダーなら入れます
https://t.co/1xfD7L02Rz https://t.co/D1tpY8Z85S","第2プレミアムラウンジ セントレアでCOSTA COFFEE
セントレアでもCOSTA COFFEEが飲めますただし紙コップですが...
対象のカードはかなり限定されますが楽天プレミアムカードホルダーなら入れます
 ",第2プレミアムラウンジ セントレアでCOSTA COFFEE セントレアでもCOSTA COFFEEが飲めますただし紙コップですが    対象のカードはかなり限定されますが楽天プレミアムカードホルダーなら入れます  , COSTA COFFEE COSTA COFFEE      , COSTA COFFEE COSTA COFFEE      ,COSTA COFFEE COSTA COFFEE,COSTA COFFEE COSTA COFFEE,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"@mixedlinguist @pomonacollege I still have a set of 2 coffee mugs, and a hand-made salsa plate from when I taught at Contra Costa College.

I also got chocolate, but that was eaten a long time ago","  I still have a set of 2 coffee mugs, and a hand-made salsa plate from when I taught at Contra Costa College.

I also got chocolate, but that was eaten a long time ago",  I still have a set of 2 coffee mu s  and a hand made salsa plate from when I tau ht at Contra Costa Colle e   I also  ot chocolate  but that was eaten a lon  time a o,  I still have a set of  coffee mu s  and a hand made salsa plate from when I tau ht at Contra Costa Colle e   I also  ot chocolate  but that was eaten a lon  time a o,  I still have a set of  coffee mu s  and a hand made salsa plate from when I tau ht at Contra Costa Colle e   I also  ot chocolate  but that was eaten a lon  time a o,I still set coffee mu hand made salsa plate I tau ht Contra Costa Colle e I also ot chocolate eaten lon time,I still set coffee mu hand made salsa plate I tau ht Contra Costa Colle e I also ot chocolate eaten lon time,0.0,0.0,positive,0.0,0.849,0.151,0.4939
"セブンイレブン(@711SEJ)様より

当選したCOSTA COFFEE を引き換えました！☕♥

プレミアムラテを選びました！
ミルク感がちょうど良く甘みもあり、飲みやすくて美味しかったです🫶

ありがとうございます☺️

#ニッポンうまいものフェア

 #おもちの当選報告 https://t.co/Y0R1CFf98g","セブンイレブン(

当選したCOSTA COFFEE を引き換えました！☕♥

プレミアムラテを選びました！
ミルク感がちょうど良く甘みもあり、飲みやすくて美味しかったです🫶

ありがとうございます☺️

#ニッポンうまいものフェア

 #おもちの当選報告 ",セブンイレブン   当選したCOSTA COFFEE を引き換えました     プレミアムラテを選びました  ミルク感がちょうど良く甘みもあり 飲みやすくて美味しかったです   ありがとうございます     ニッポンうまいものフェア    おもちの当選報告 ,   COSTA COFFEE                      ,   COSTA COFFEE                      ,COSTA COFFEE,COSTA COFFEE,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Former Costa Coffee India chief executive Tarun Jain has replaced Navin Gurnaney as the new CEO of coffee chain #TimHorton’s in India.

(@suneeratweets reports) 

https://t.co/0KyOLIspnz","Former Costa Coffee India chief executive Tarun Jain has replaced Navin Gurnaney as the new CEO of coffee chain ’s in India.

( reports) 

",Former Costa Coffee India chief executive Tarun Jain has replaced Navin Gurnaney as the new CEO of coffee chain  s in India     reports    ,Former Costa Coffee India chief executive Tarun Jain has replaced Navin Gurnaney as the new CEO of coffee chain  s in India     reports    ,Former Costa Coffee India chief executive Tarun Jain has replaced Navin Gurnaney as the new CEO of coffee chain  s in India     reports    ,Former Costa Coffee India chief executive Tarun Jain replaced Navin Gurnaney new CEO coffee chain India reports,Former Costa Coffee India chief executive Tarun Jain replaced Navin Gurnaney new CEO coffee chain India reports,0.06818181818181818,0.22727272727272727,neutral,0.0,1.0,0.0,0.0
"International Customer Service &amp; Export Operations Manager
at Costa Coffee
Join our team as an International Customer Service Export Oper...
#Operations #upwork #costacoffee
https://t.co/FcFAhV10mt","International Customer Service &amp; Export Operations Manager
at Costa Coffee
Join our team as an International Customer Service Export Oper...
  
",International Customer Service  amp  Export Operations Mana er at Costa Coffee Join our team as an International Customer Service Export Oper       ,International Customer Service  amp  Export Operations Mana er at Costa Coffee Join our team as an International Customer Service Export Oper       ,International Customer Service  amp  Export Operations Mana er at Costa Coffee Join our team as an International Customer Service Export Oper       ,International Customer Service amp Export Operations Mana er Costa Coffee Join team International Customer Service Export Oper,International Customer Service amp Export Operations Mana er Costa Coffee Join team International Customer Service Export Oper,0.0,0.0,positive,0.0,0.879,0.121,0.296
"気になる

エスプレッソのキリッとした苦みが引き立つ本格カフェラテが手軽に味わえる「コスタコーヒー ホームカフェ コーヒーベース ノンスイート・甘さ控えめ」を飲んでみた - GIGAZINE https://t.co/lP9YrIYlNo","気になる

エスプレッソのキリッとした苦みが引き立つ本格カフェラテが手軽に味わえる「コスタコーヒー ホームカフェ コーヒーベース ノンスイート・甘さ控えめ」を飲んでみた - GIGAZINE ",気になる  エスプレッソのキリッとした苦みが引き立つ本格カフェラテが手軽に味わえる コスタコーヒー ホームカフェ コーヒーベース ノンスイート 甘さ控えめ を飲んでみた   GIGAZINE ,           GIGAZINE ,           GIGAZINE ,GIGAZINE,GIGAZINE,0.0,0.0,neutral,0.0,1.0,0.0,0.0
キッチン珈琲イトウ営業開始。COSTA COFFEEのフラットホワイト買って、おはようございます。朝から旧居に移動して来て、片付けの残務処理第一弾（なのか？）。コンビニで売ってる珈琲では、最近これがお気に入り。 https://t.co/CXRfbmLXTs,キッチン珈琲イトウ営業開始。COSTA COFFEEのフラットホワイト買って、おはようございます。朝から旧居に移動して来て、片付けの残務処理第一弾（なのか？）。コンビニで売ってる珈琲では、最近これがお気に入り。 ,キッチン珈琲イトウ営業開始 COSTA COFFEEのフラットホワイト買って おはようございます 朝から旧居に移動して来て 片付けの残務処理第一弾 なのか   コンビニで売ってる珈琲では 最近これがお気に入り  , COSTA COFFEE          , COSTA COFFEE          ,COSTA COFFEE,COSTA COFFEE,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"#Elections2023 

I’m sure this person has nothing to do with @stocktoncouncil

The state of this 🤦🏾 @YorksBylines 
‘Costa Coffee rammed with immigrants with designer hairstyles and the latest mobile phones’ https://t.co/k3gMzaarkr"," 

I’m sure this person has nothing to do with 

The state of this 🤦🏾  
‘Costa Coffee rammed with immigrants with designer hairstyles and the latest mobile phones’ ",   I m sure this person has nothin  to do with   The state of this       Costa Coffee rammed with immi rants with desi ner hairstyles and the latest mobile phones  ,   I m sure this person has nothin  to do with   The state of this       Costa Coffee rammed with immi rants with desi ner hairstyles and the latest mobile phones  ,   I m sure this person has nothin  to do with   The state of this       Costa Coffee rammed with immi rants with desi ner hairstyles and the latest mobile phones  ,I sure person nothin The state Costa Coffee rammed immi rants desi ner hairstyles latest mobile phones,I sure person nothin The state Costa Coffee rammed immi rants desi ner hairstyles latest mobile phones,0.5,0.8944444444444444,neutral,0.124,0.753,0.124,0.0
"As competition in India’s coffee chain market heats up, Coca-Cola’s #CostaCoffee is exploring various ways to drive business, while targeting millennial and Gen Z consumers.

(@suneeratweets reports) 

https://t.co/wJ8yPQcS10","As competition in India’s coffee chain market heats up, Coca-Cola’s  is exploring various ways to drive business, while targeting millennial and Gen Z consumers.

( reports) 

",As competition in India s coffee chain market heats up  Coca Cola s  is explorin  various ways to drive business  while tar etin  millennial and Gen Z consumers     reports    ,As competition in India s coffee chain market heats up  Coca Cola s  is explorin  various ways to drive business  while tar etin  millennial and Gen Z consumers     reports    ,As competition in India s coffee chain market heats up  Coca Cola s  is explorin  various ways to drive business  while tar etin  millennial and Gen Z consumers     reports    ,As competition India coffee chain market heats Coca Cola explorin various ways drive business tar etin millennial Gen Z consumers reports,As competition India coffee chain market heats Coca Cola explorin various ways drive business tar etin millennial Gen Z consumers reports,0.0,0.5,neutral,0.0,1.0,0.0,0.0
